name,rho_bulk_in,up_bulk_in,down_bulk_in,rho_mda_in,up_mda_in,down_mda_in,rho_bulk_out,up_bulk_out,down_bulk_out,rho_mda_out,up_mda_out,down_mda_out,rho_bulk_in_pta,up_bulk_in_pta,down_bulk_in_pta,rho_pta_in,up_pta_in,down_pta_in,rho_bulk_out_pta,up_bulk_out_pta,down_bulk_out_pta,rho_pta_out,up_pta_out,down_pta_out,rho_bulk_in_scc,up_bulk_in_scc,down_bulk_in_scc,rho_scc_in,up_scc_in,down_scc_in,rho_bulk_out_scc,up_bulk_out_scc,down_bulk_out_scc,rho_scc_out,up_scc_out,down_scc_out
Human_STR_545109,0.9122807017543857,0.0085166784953867,0.0099361249112845,0.9341418162326468,0.0293689577363498,0.0221027115408754,0.999,0.0001,0.0001,0.999,0.0001,0.0001,0.8750000000000003,0.005550416281221,0.0074005550416281,0.9481302526436508,0.0855299130951883,0.0511655194110859,0.999,0.0001,0.0001,0.999,0.0001,0.0001,0.9473684210526312,0.0326594090202177,0.0513219284603421,0.964668928022458,0.039857226997472,0.0443006445801619,0.999,0.0001,0.0001,0.999,0.0001,0.0001
Human_STR_777558,0.9335703055183509,0.0055626041429036,0.0072893209896665,0.9505958000054442,0.0209917366969003,0.013247680315937,0.999,0.0001,0.0001,0.999,0.0001,0.0001,0.8592187309304149,0.003562600997644,0.0041589932713945,0.872120098294621,0.0493489418122824,0.0421534565395406,0.999,0.0001,0.0001,0.999,0.0001,0.0001,0.999,0.0286166982891071,0.0251098031659048,0.9778558859204136,0.028182931530058,0.0295904329744724,0.999,0.0001,0.0001,0.999,0.0001,0.0001
